sim_number	x_coord_loc_0,x_coord_loc_1,x_coord_loc_2,x_coord_loc_3,x_coord_loc_4,x_coord_loc_5,x_coord_loc_6,x_coord_loc_7,x_coord_loc_8,x_coord_loc_9	y_coord_loc_0,y_coord_loc_1,y_coord_loc_2,y_coord_loc_3,y_coord_loc_4,y_coord_loc_5,y_coord_loc_6,y_coord_loc_7,y_coord_loc_8,y_coord_loc_9	m_0_1_1_0_z_1,m_0_2_2_0_z_2,m_0_3_3_0_z_3,m_0_4_4_0_z_4,m_0_5_5_0_z_5,m_0_6_6_0_z_6,m_0_7_7_0_z_7,m_0_8_8_0_z_8,m_0_9_9_0_z_9,m_1_0_0_1_z_10,m_1_2_2_1_z_12,m_1_3_3_1_z_13,m_1_4_4_1_z_14,m_1_5_5_1_z_15,m_1_6_6_1_z_16,m_1_7_7_1_z_17,m_1_8_8_1_z_18,m_1_9_9_1_z_19,m_2_0_0_2_z_20,m_2_1_1_2_z_21,m_2_3_3_2_z_23,m_2_4_4_2_z_24,m_2_5_5_2_z_25,m_2_6_6_2_z_26,m_2_7_7_2_z_27,m_2_8_8_2_z_28,m_2_9_9_2_z_29,m_3_0_0_3_z_30,m_3_1_1_3_z_31,m_3_2_2_3_z_32,m_3_4_4_3_z_34,m_3_5_5_3_z_35,m_3_6_6_3_z_36,m_3_7_7_3_z_37,m_3_8_8_3_z_38,m_3_9_9_3_z_39,m_4_0_0_4_z_40,m_4_1_1_4_z_41,m_4_2_2_4_z_42,m_4_3_3_4_z_43,m_4_5_5_4_z_45,m_4_6_6_4_z_46,m_4_7_7_4_z_47,m_4_8_8_4_z_48,m_4_9_9_4_z_49,m_5_0_0_5_z_50,m_5_1_1_5_z_51,m_5_2_2_5_z_52,m_5_3_3_5_z_53,m_5_4_4_5_z_54,m_5_6_6_5_z_56,m_5_7_7_5_z_57,m_5_8_8_5_z_58,m_5_9_9_5_z_59,m_6_0_0_6_z_60,m_6_1_1_6_z_61,m_6_2_2_6_z_62,m_6_3_3_6_z_63,m_6_4_4_6_z_64,m_6_5_5_6_z_65,m_6_7_7_6_z_67,m_6_8_8_6_z_68,m_6_9_9_6_z_69,m_7_0_0_7_z_70,m_7_1_1_7_z_71,m_7_2_2_7_z_72,m_7_3_3_7_z_73,m_7_4_4_7_z_74,m_7_5_5_7_z_75,m_7_6_6_7_z_76,m_7_8_8_7_z_78,m_7_9_9_7_z_79,m_8_0_0_8_z_80,m_8_1_1_8_z_81,m_8_2_2_8_z_82,m_8_3_3_8_z_83,m_8_4_4_8_z_84,m_8_5_5_8_z_85,m_8_6_6_8_z_86,m_8_7_7_8_z_87,m_8_9_9_8_z_89,m_9_0_0_9_z_90,m_9_1_1_9_z_91,m_9_2_2_9_z_92,m_9_3_3_9_z_93,m_9_4_4_9_z_94,m_9_5_5_9_z_95,m_9_6_6_9_z_96,m_9_7_7_9_z_97,m_9_8_8_9_z_98
sim223	NA,NA,NA,NA,NA,NA,NA,NA,NA,NA	NA,NA,NA,NA,NA,NA,NA,NA,NA,NA	0.00048,0.00048,0.00048,0.00048,0.00048,0.00048,0.00048,0.00048,0.00048,0.00048,0.00048,0.00048,0.00048,0.00048,0.00048,0.00048,0.00048,0.00048,0.00048,0.00048,0.00048,0.00048,0.00048,0.00048,0.00048,0.00048,0.00048,0.00048,0.00048,0.00048,0.00048,0.00048,0.00048,0.00048,0.00048,0.00048,0.00048,0.00048,0.00048,0.00048,0.00048,0.00048,0.00048,0.00048,0.00048,0.00048,0.00048,0.00048,0.00048,0.00048,0.00048,0.00048,0.00048,0.00048,0.00048,0.00048,0.00048,0.00048,0.00048,0.00048,0.00048,0.00048,0.00048,0.00048,0.00048,0.00048,0.00048,0.00048,0.00048,0.00048,0.00048,0.00048,0.00048,0.00048,0.00048,0.00048,0.00048,0.00048,0.00048,0.00048,0.00048,0.00048,0.00048,0.00048,0.00048,0.00048,0.00048,0.00048,0.00048,0.00048
sim225	NA,NA,NA,NA,NA,NA,NA,NA,NA,NA	NA,NA,NA,NA,NA,NA,NA,NA,NA,NA	0.0031,0.0031,0.0031,0.0031,0.0031,0.0031,0.0031,0.0031,0.0031,0.0031,0.0031,0.0031,0.0031,0.0031,0.0031,0.0031,0.0031,0.0031,0.0031,0.0031,0.0031,0.0031,0.0031,0.0031,0.0031,0.0031,0.0031,0.0031,0.0031,0.0031,0.0031,0.0031,0.0031,0.0031,0.0031,0.0031,0.0031,0.0031,0.0031,0.0031,0.0031,0.0031,0.0031,0.0031,0.0031,0.0031,0.0031,0.0031,0.0031,0.0031,0.0031,0.0031,0.0031,0.0031,0.0031,0.0031,0.0031,0.0031,0.0031,0.0031,0.0031,0.0031,0.0031,0.0031,0.0031,0.0031,0.0031,0.0031,0.0031,0.0031,0.0031,0.0031,0.0031,0.0031,0.0031,0.0031,0.0031,0.0031,0.0031,0.0031,0.0031,0.0031,0.0031,0.0031,0.0031,0.0031,0.0031,0.0031,0.0031,0.0031
sim226	NA,NA,NA,NA,NA,NA,NA,NA,NA,NA	NA,NA,NA,NA,NA,NA,NA,NA,NA,NA	0.00109,0.00109,0.00109,0.00109,0.00109,0.00109,0.00109,0.00109,0.00109,0.00109,0.00109,0.00109,0.00109,0.00109,0.00109,0.00109,0.00109,0.00109,0.00109,0.00109,0.00109,0.00109,0.00109,0.00109,0.00109,0.00109,0.00109,0.00109,0.00109,0.00109,0.00109,0.00109,0.00109,0.00109,0.00109,0.00109,0.00109,0.00109,0.00109,0.00109,0.00109,0.00109,0.00109,0.00109,0.00109,0.00109,0.00109,0.00109,0.00109,0.00109,0.00109,0.00109,0.00109,0.00109,0.00109,0.00109,0.00109,0.00109,0.00109,0.00109,0.00109,0.00109,0.00109,0.00109,0.00109,0.00109,0.00109,0.00109,0.00109,0.00109,0.00109,0.00109,0.00109,0.00109,0.00109,0.00109,0.00109,0.00109,0.00109,0.00109,0.00109,0.00109,0.00109,0.00109,0.00109,0.00109,0.00109,0.00109,0.00109,0.00109
sim227	NA,NA,NA,NA,NA,NA,NA,NA,NA,NA	NA,NA,NA,NA,NA,NA,NA,NA,NA,NA	0.00012,0.00012,0.00012,0.00012,0.00012,0.00012,0.00012,0.00012,0.00012,0.00012,0.00012,0.00012,0.00012,0.00012,0.00012,0.00012,0.00012,0.00012,0.00012,0.00012,0.00012,0.00012,0.00012,0.00012,0.00012,0.00012,0.00012,0.00012,0.00012,0.00012,0.00012,0.00012,0.00012,0.00012,0.00012,0.00012,0.00012,0.00012,0.00012,0.00012,0.00012,0.00012,0.00012,0.00012,0.00012,0.00012,0.00012,0.00012,0.00012,0.00012,0.00012,0.00012,0.00012,0.00012,0.00012,0.00012,0.00012,0.00012,0.00012,0.00012,0.00012,0.00012,0.00012,0.00012,0.00012,0.00012,0.00012,0.00012,0.00012,0.00012,0.00012,0.00012,0.00012,0.00012,0.00012,0.00012,0.00012,0.00012,0.00012,0.00012,0.00012,0.00012,0.00012,0.00012,0.00012,0.00012,0.00012,0.00012,0.00012,0.00012
sim231	NA,NA,NA,NA,NA,NA,NA,NA,NA,NA	NA,NA,NA,NA,NA,NA,NA,NA,NA,NA	0.00468,0.00468,0.00468,0.00468,0.00468,0.00468,0.00468,0.00468,0.00468,0.00468,0.00468,0.00468,0.00468,0.00468,0.00468,0.00468,0.00468,0.00468,0.00468,0.00468,0.00468,0.00468,0.00468,0.00468,0.00468,0.00468,0.00468,0.00468,0.00468,0.00468,0.00468,0.00468,0.00468,0.00468,0.00468,0.00468,0.00468,0.00468,0.00468,0.00468,0.00468,0.00468,0.00468,0.00468,0.00468,0.00468,0.00468,0.00468,0.00468,0.00468,0.00468,0.00468,0.00468,0.00468,0.00468,0.00468,0.00468,0.00468,0.00468,0.00468,0.00468,0.00468,0.00468,0.00468,0.00468,0.00468,0.00468,0.00468,0.00468,0.00468,0.00468,0.00468,0.00468,0.00468,0.00468,0.00468,0.00468,0.00468,0.00468,0.00468,0.00468,0.00468,0.00468,0.00468,0.00468,0.00468,0.00468,0.00468,0.00468,0.00468
sim240	NA,NA,NA,NA,NA,NA,NA,NA,NA,NA	NA,NA,NA,NA,NA,NA,NA,NA,NA,NA	0.00178,0.00178,0.00178,0.00178,0.00178,0.00178,0.00178,0.00178,0.00178,0.00178,0.00178,0.00178,0.00178,0.00178,0.00178,0.00178,0.00178,0.00178,0.00178,0.00178,0.00178,0.00178,0.00178,0.00178,0.00178,0.00178,0.00178,0.00178,0.00178,0.00178,0.00178,0.00178,0.00178,0.00178,0.00178,0.00178,0.00178,0.00178,0.00178,0.00178,0.00178,0.00178,0.00178,0.00178,0.00178,0.00178,0.00178,0.00178,0.00178,0.00178,0.00178,0.00178,0.00178,0.00178,0.00178,0.00178,0.00178,0.00178,0.00178,0.00178,0.00178,0.00178,0.00178,0.00178,0.00178,0.00178,0.00178,0.00178,0.00178,0.00178,0.00178,0.00178,0.00178,0.00178,0.00178,0.00178,0.00178,0.00178,0.00178,0.00178,0.00178,0.00178,0.00178,0.00178,0.00178,0.00178,0.00178,0.00178,0.00178,0.00178
sim242	NA,NA,NA,NA,NA,NA,NA,NA,NA,NA	NA,NA,NA,NA,NA,NA,NA,NA,NA,NA	0.00045,0.00045,0.00045,0.00045,0.00045,0.00045,0.00045,0.00045,0.00045,0.00045,0.00045,0.00045,0.00045,0.00045,0.00045,0.00045,0.00045,0.00045,0.00045,0.00045,0.00045,0.00045,0.00045,0.00045,0.00045,0.00045,0.00045,0.00045,0.00045,0.00045,0.00045,0.00045,0.00045,0.00045,0.00045,0.00045,0.00045,0.00045,0.00045,0.00045,0.00045,0.00045,0.00045,0.00045,0.00045,0.00045,0.00045,0.00045,0.00045,0.00045,0.00045,0.00045,0.00045,0.00045,0.00045,0.00045,0.00045,0.00045,0.00045,0.00045,0.00045,0.00045,0.00045,0.00045,0.00045,0.00045,0.00045,0.00045,0.00045,0.00045,0.00045,0.00045,0.00045,0.00045,0.00045,0.00045,0.00045,0.00045,0.00045,0.00045,0.00045,0.00045,0.00045,0.00045,0.00045,0.00045,0.00045,0.00045,0.00045,0.00045
sim245	NA,NA,NA,NA,NA,NA,NA,NA,NA,NA	NA,NA,NA,NA,NA,NA,NA,NA,NA,NA	0.00328,0.00328,0.00328,0.00328,0.00328,0.00328,0.00328,0.00328,0.00328,0.00328,0.00328,0.00328,0.00328,0.00328,0.00328,0.00328,0.00328,0.00328,0.00328,0.00328,0.00328,0.00328,0.00328,0.00328,0.00328,0.00328,0.00328,0.00328,0.00328,0.00328,0.00328,0.00328,0.00328,0.00328,0.00328,0.00328,0.00328,0.00328,0.00328,0.00328,0.00328,0.00328,0.00328,0.00328,0.00328,0.00328,0.00328,0.00328,0.00328,0.00328,0.00328,0.00328,0.00328,0.00328,0.00328,0.00328,0.00328,0.00328,0.00328,0.00328,0.00328,0.00328,0.00328,0.00328,0.00328,0.00328,0.00328,0.00328,0.00328,0.00328,0.00328,0.00328,0.00328,0.00328,0.00328,0.00328,0.00328,0.00328,0.00328,0.00328,0.00328,0.00328,0.00328,0.00328,0.00328,0.00328,0.00328,0.00328,0.00328,0.00328
sim252	NA,NA,NA,NA,NA,NA,NA,NA,NA,NA	NA,NA,NA,NA,NA,NA,NA,NA,NA,NA	0.00113,0.00113,0.00113,0.00113,0.00113,0.00113,0.00113,0.00113,0.00113,0.00113,0.00113,0.00113,0.00113,0.00113,0.00113,0.00113,0.00113,0.00113,0.00113,0.00113,0.00113,0.00113,0.00113,0.00113,0.00113,0.00113,0.00113,0.00113,0.00113,0.00113,0.00113,0.00113,0.00113,0.00113,0.00113,0.00113,0.00113,0.00113,0.00113,0.00113,0.00113,0.00113,0.00113,0.00113,0.00113,0.00113,0.00113,0.00113,0.00113,0.00113,0.00113,0.00113,0.00113,0.00113,0.00113,0.00113,0.00113,0.00113,0.00113,0.00113,0.00113,0.00113,0.00113,0.00113,0.00113,0.00113,0.00113,0.00113,0.00113,0.00113,0.00113,0.00113,0.00113,0.00113,0.00113,0.00113,0.00113,0.00113,0.00113,0.00113,0.00113,0.00113,0.00113,0.00113,0.00113,0.00113,0.00113,0.00113,0.00113,0.00113
sim253	NA,NA,NA,NA,NA,NA,NA,NA,NA,NA	NA,NA,NA,NA,NA,NA,NA,NA,NA,NA	0.00482,0.00482,0.00482,0.00482,0.00482,0.00482,0.00482,0.00482,0.00482,0.00482,0.00482,0.00482,0.00482,0.00482,0.00482,0.00482,0.00482,0.00482,0.00482,0.00482,0.00482,0.00482,0.00482,0.00482,0.00482,0.00482,0.00482,0.00482,0.00482,0.00482,0.00482,0.00482,0.00482,0.00482,0.00482,0.00482,0.00482,0.00482,0.00482,0.00482,0.00482,0.00482,0.00482,0.00482,0.00482,0.00482,0.00482,0.00482,0.00482,0.00482,0.00482,0.00482,0.00482,0.00482,0.00482,0.00482,0.00482,0.00482,0.00482,0.00482,0.00482,0.00482,0.00482,0.00482,0.00482,0.00482,0.00482,0.00482,0.00482,0.00482,0.00482,0.00482,0.00482,0.00482,0.00482,0.00482,0.00482,0.00482,0.00482,0.00482,0.00482,0.00482,0.00482,0.00482,0.00482,0.00482,0.00482,0.00482,0.00482,0.00482
sim258	NA,NA,NA,NA,NA,NA,NA,NA,NA,NA	NA,NA,NA,NA,NA,NA,NA,NA,NA,NA	0.00432,0.00432,0.00432,0.00432,0.00432,0.00432,0.00432,0.00432,0.00432,0.00432,0.00432,0.00432,0.00432,0.00432,0.00432,0.00432,0.00432,0.00432,0.00432,0.00432,0.00432,0.00432,0.00432,0.00432,0.00432,0.00432,0.00432,0.00432,0.00432,0.00432,0.00432,0.00432,0.00432,0.00432,0.00432,0.00432,0.00432,0.00432,0.00432,0.00432,0.00432,0.00432,0.00432,0.00432,0.00432,0.00432,0.00432,0.00432,0.00432,0.00432,0.00432,0.00432,0.00432,0.00432,0.00432,0.00432,0.00432,0.00432,0.00432,0.00432,0.00432,0.00432,0.00432,0.00432,0.00432,0.00432,0.00432,0.00432,0.00432,0.00432,0.00432,0.00432,0.00432,0.00432,0.00432,0.00432,0.00432,0.00432,0.00432,0.00432,0.00432,0.00432,0.00432,0.00432,0.00432,0.00432,0.00432,0.00432,0.00432,0.00432
sim260	NA,NA,NA,NA,NA,NA,NA,NA,NA,NA	NA,NA,NA,NA,NA,NA,NA,NA,NA,NA	0.00349,0.00349,0.00349,0.00349,0.00349,0.00349,0.00349,0.00349,0.00349,0.00349,0.00349,0.00349,0.00349,0.00349,0.00349,0.00349,0.00349,0.00349,0.00349,0.00349,0.00349,0.00349,0.00349,0.00349,0.00349,0.00349,0.00349,0.00349,0.00349,0.00349,0.00349,0.00349,0.00349,0.00349,0.00349,0.00349,0.00349,0.00349,0.00349,0.00349,0.00349,0.00349,0.00349,0.00349,0.00349,0.00349,0.00349,0.00349,0.00349,0.00349,0.00349,0.00349,0.00349,0.00349,0.00349,0.00349,0.00349,0.00349,0.00349,0.00349,0.00349,0.00349,0.00349,0.00349,0.00349,0.00349,0.00349,0.00349,0.00349,0.00349,0.00349,0.00349,0.00349,0.00349,0.00349,0.00349,0.00349,0.00349,0.00349,0.00349,0.00349,0.00349,0.00349,0.00349,0.00349,0.00349,0.00349,0.00349,0.00349,0.00349
sim261	NA,NA,NA,NA,NA,NA,NA,NA,NA,NA	NA,NA,NA,NA,NA,NA,NA,NA,NA,NA	0.00166,0.00166,0.00166,0.00166,0.00166,0.00166,0.00166,0.00166,0.00166,0.00166,0.00166,0.00166,0.00166,0.00166,0.00166,0.00166,0.00166,0.00166,0.00166,0.00166,0.00166,0.00166,0.00166,0.00166,0.00166,0.00166,0.00166,0.00166,0.00166,0.00166,0.00166,0.00166,0.00166,0.00166,0.00166,0.00166,0.00166,0.00166,0.00166,0.00166,0.00166,0.00166,0.00166,0.00166,0.00166,0.00166,0.00166,0.00166,0.00166,0.00166,0.00166,0.00166,0.00166,0.00166,0.00166,0.00166,0.00166,0.00166,0.00166,0.00166,0.00166,0.00166,0.00166,0.00166,0.00166,0.00166,0.00166,0.00166,0.00166,0.00166,0.00166,0.00166,0.00166,0.00166,0.00166,0.00166,0.00166,0.00166,0.00166,0.00166,0.00166,0.00166,0.00166,0.00166,0.00166,0.00166,0.00166,0.00166,0.00166,0.00166
sim271	NA,NA,NA,NA,NA,NA,NA,NA,NA,NA	NA,NA,NA,NA,NA,NA,NA,NA,NA,NA	0.00113,0.00113,0.00113,0.00113,0.00113,0.00113,0.00113,0.00113,0.00113,0.00113,0.00113,0.00113,0.00113,0.00113,0.00113,0.00113,0.00113,0.00113,0.00113,0.00113,0.00113,0.00113,0.00113,0.00113,0.00113,0.00113,0.00113,0.00113,0.00113,0.00113,0.00113,0.00113,0.00113,0.00113,0.00113,0.00113,0.00113,0.00113,0.00113,0.00113,0.00113,0.00113,0.00113,0.00113,0.00113,0.00113,0.00113,0.00113,0.00113,0.00113,0.00113,0.00113,0.00113,0.00113,0.00113,0.00113,0.00113,0.00113,0.00113,0.00113,0.00113,0.00113,0.00113,0.00113,0.00113,0.00113,0.00113,0.00113,0.00113,0.00113,0.00113,0.00113,0.00113,0.00113,0.00113,0.00113,0.00113,0.00113,0.00113,0.00113,0.00113,0.00113,0.00113,0.00113,0.00113,0.00113,0.00113,0.00113,0.00113,0.00113
sim272	NA,NA,NA,NA,NA,NA,NA,NA,NA,NA	NA,NA,NA,NA,NA,NA,NA,NA,NA,NA	0.00326,0.00326,0.00326,0.00326,0.00326,0.00326,0.00326,0.00326,0.00326,0.00326,0.00326,0.00326,0.00326,0.00326,0.00326,0.00326,0.00326,0.00326,0.00326,0.00326,0.00326,0.00326,0.00326,0.00326,0.00326,0.00326,0.00326,0.00326,0.00326,0.00326,0.00326,0.00326,0.00326,0.00326,0.00326,0.00326,0.00326,0.00326,0.00326,0.00326,0.00326,0.00326,0.00326,0.00326,0.00326,0.00326,0.00326,0.00326,0.00326,0.00326,0.00326,0.00326,0.00326,0.00326,0.00326,0.00326,0.00326,0.00326,0.00326,0.00326,0.00326,0.00326,0.00326,0.00326,0.00326,0.00326,0.00326,0.00326,0.00326,0.00326,0.00326,0.00326,0.00326,0.00326,0.00326,0.00326,0.00326,0.00326,0.00326,0.00326,0.00326,0.00326,0.00326,0.00326,0.00326,0.00326,0.00326,0.00326,0.00326,0.00326
sim279	NA,NA,NA,NA,NA,NA,NA,NA,NA,NA	NA,NA,NA,NA,NA,NA,NA,NA,NA,NA	0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004
sim282	NA,NA,NA,NA,NA,NA,NA,NA,NA,NA	NA,NA,NA,NA,NA,NA,NA,NA,NA,NA	0.00435,0.00435,0.00435,0.00435,0.00435,0.00435,0.00435,0.00435,0.00435,0.00435,0.00435,0.00435,0.00435,0.00435,0.00435,0.00435,0.00435,0.00435,0.00435,0.00435,0.00435,0.00435,0.00435,0.00435,0.00435,0.00435,0.00435,0.00435,0.00435,0.00435,0.00435,0.00435,0.00435,0.00435,0.00435,0.00435,0.00435,0.00435,0.00435,0.00435,0.00435,0.00435,0.00435,0.00435,0.00435,0.00435,0.00435,0.00435,0.00435,0.00435,0.00435,0.00435,0.00435,0.00435,0.00435,0.00435,0.00435,0.00435,0.00435,0.00435,0.00435,0.00435,0.00435,0.00435,0.00435,0.00435,0.00435,0.00435,0.00435,0.00435,0.00435,0.00435,0.00435,0.00435,0.00435,0.00435,0.00435,0.00435,0.00435,0.00435,0.00435,0.00435,0.00435,0.00435,0.00435,0.00435,0.00435,0.00435,0.00435,0.00435
sim286	NA,NA,NA,NA,NA,NA,NA,NA,NA,NA	NA,NA,NA,NA,NA,NA,NA,NA,NA,NA	0.00452,0.00452,0.00452,0.00452,0.00452,0.00452,0.00452,0.00452,0.00452,0.00452,0.00452,0.00452,0.00452,0.00452,0.00452,0.00452,0.00452,0.00452,0.00452,0.00452,0.00452,0.00452,0.00452,0.00452,0.00452,0.00452,0.00452,0.00452,0.00452,0.00452,0.00452,0.00452,0.00452,0.00452,0.00452,0.00452,0.00452,0.00452,0.00452,0.00452,0.00452,0.00452,0.00452,0.00452,0.00452,0.00452,0.00452,0.00452,0.00452,0.00452,0.00452,0.00452,0.00452,0.00452,0.00452,0.00452,0.00452,0.00452,0.00452,0.00452,0.00452,0.00452,0.00452,0.00452,0.00452,0.00452,0.00452,0.00452,0.00452,0.00452,0.00452,0.00452,0.00452,0.00452,0.00452,0.00452,0.00452,0.00452,0.00452,0.00452,0.00452,0.00452,0.00452,0.00452,0.00452,0.00452,0.00452,0.00452,0.00452,0.00452
sim287	NA,NA,NA,NA,NA,NA,NA,NA,NA,NA	NA,NA,NA,NA,NA,NA,NA,NA,NA,NA	0.00169,0.00169,0.00169,0.00169,0.00169,0.00169,0.00169,0.00169,0.00169,0.00169,0.00169,0.00169,0.00169,0.00169,0.00169,0.00169,0.00169,0.00169,0.00169,0.00169,0.00169,0.00169,0.00169,0.00169,0.00169,0.00169,0.00169,0.00169,0.00169,0.00169,0.00169,0.00169,0.00169,0.00169,0.00169,0.00169,0.00169,0.00169,0.00169,0.00169,0.00169,0.00169,0.00169,0.00169,0.00169,0.00169,0.00169,0.00169,0.00169,0.00169,0.00169,0.00169,0.00169,0.00169,0.00169,0.00169,0.00169,0.00169,0.00169,0.00169,0.00169,0.00169,0.00169,0.00169,0.00169,0.00169,0.00169,0.00169,0.00169,0.00169,0.00169,0.00169,0.00169,0.00169,0.00169,0.00169,0.00169,0.00169,0.00169,0.00169,0.00169,0.00169,0.00169,0.00169,0.00169,0.00169,0.00169,0.00169,0.00169,0.00169
sim289	NA,NA,NA,NA,NA,NA,NA,NA,NA,NA	NA,NA,NA,NA,NA,NA,NA,NA,NA,NA	0.00078,0.00078,0.00078,0.00078,0.00078,0.00078,0.00078,0.00078,0.00078,0.00078,0.00078,0.00078,0.00078,0.00078,0.00078,0.00078,0.00078,0.00078,0.00078,0.00078,0.00078,0.00078,0.00078,0.00078,0.00078,0.00078,0.00078,0.00078,0.00078,0.00078,0.00078,0.00078,0.00078,0.00078,0.00078,0.00078,0.00078,0.00078,0.00078,0.00078,0.00078,0.00078,0.00078,0.00078,0.00078,0.00078,0.00078,0.00078,0.00078,0.00078,0.00078,0.00078,0.00078,0.00078,0.00078,0.00078,0.00078,0.00078,0.00078,0.00078,0.00078,0.00078,0.00078,0.00078,0.00078,0.00078,0.00078,0.00078,0.00078,0.00078,0.00078,0.00078,0.00078,0.00078,0.00078,0.00078,0.00078,0.00078,0.00078,0.00078,0.00078,0.00078,0.00078,0.00078,0.00078,0.00078,0.00078,0.00078,0.00078,0.00078
sim290	NA,NA,NA,NA,NA,NA,NA,NA,NA,NA	NA,NA,NA,NA,NA,NA,NA,NA,NA,NA	0.00258,0.00258,0.00258,0.00258,0.00258,0.00258,0.00258,0.00258,0.00258,0.00258,0.00258,0.00258,0.00258,0.00258,0.00258,0.00258,0.00258,0.00258,0.00258,0.00258,0.00258,0.00258,0.00258,0.00258,0.00258,0.00258,0.00258,0.00258,0.00258,0.00258,0.00258,0.00258,0.00258,0.00258,0.00258,0.00258,0.00258,0.00258,0.00258,0.00258,0.00258,0.00258,0.00258,0.00258,0.00258,0.00258,0.00258,0.00258,0.00258,0.00258,0.00258,0.00258,0.00258,0.00258,0.00258,0.00258,0.00258,0.00258,0.00258,0.00258,0.00258,0.00258,0.00258,0.00258,0.00258,0.00258,0.00258,0.00258,0.00258,0.00258,0.00258,0.00258,0.00258,0.00258,0.00258,0.00258,0.00258,0.00258,0.00258,0.00258,0.00258,0.00258,0.00258,0.00258,0.00258,0.00258,0.00258,0.00258,0.00258,0.00258
sim291	NA,NA,NA,NA,NA,NA,NA,NA,NA,NA	NA,NA,NA,NA,NA,NA,NA,NA,NA,NA	0.00101,0.00101,0.00101,0.00101,0.00101,0.00101,0.00101,0.00101,0.00101,0.00101,0.00101,0.00101,0.00101,0.00101,0.00101,0.00101,0.00101,0.00101,0.00101,0.00101,0.00101,0.00101,0.00101,0.00101,0.00101,0.00101,0.00101,0.00101,0.00101,0.00101,0.00101,0.00101,0.00101,0.00101,0.00101,0.00101,0.00101,0.00101,0.00101,0.00101,0.00101,0.00101,0.00101,0.00101,0.00101,0.00101,0.00101,0.00101,0.00101,0.00101,0.00101,0.00101,0.00101,0.00101,0.00101,0.00101,0.00101,0.00101,0.00101,0.00101,0.00101,0.00101,0.00101,0.00101,0.00101,0.00101,0.00101,0.00101,0.00101,0.00101,0.00101,0.00101,0.00101,0.00101,0.00101,0.00101,0.00101,0.00101,0.00101,0.00101,0.00101,0.00101,0.00101,0.00101,0.00101,0.00101,0.00101,0.00101,0.00101,0.00101
sim293	NA,NA,NA,NA,NA,NA,NA,NA,NA,NA	NA,NA,NA,NA,NA,NA,NA,NA,NA,NA	0.00407,0.00407,0.00407,0.00407,0.00407,0.00407,0.00407,0.00407,0.00407,0.00407,0.00407,0.00407,0.00407,0.00407,0.00407,0.00407,0.00407,0.00407,0.00407,0.00407,0.00407,0.00407,0.00407,0.00407,0.00407,0.00407,0.00407,0.00407,0.00407,0.00407,0.00407,0.00407,0.00407,0.00407,0.00407,0.00407,0.00407,0.00407,0.00407,0.00407,0.00407,0.00407,0.00407,0.00407,0.00407,0.00407,0.00407,0.00407,0.00407,0.00407,0.00407,0.00407,0.00407,0.00407,0.00407,0.00407,0.00407,0.00407,0.00407,0.00407,0.00407,0.00407,0.00407,0.00407,0.00407,0.00407,0.00407,0.00407,0.00407,0.00407,0.00407,0.00407,0.00407,0.00407,0.00407,0.00407,0.00407,0.00407,0.00407,0.00407,0.00407,0.00407,0.00407,0.00407,0.00407,0.00407,0.00407,0.00407,0.00407,0.00407
sim300	NA,NA,NA,NA,NA,NA,NA,NA,NA,NA	NA,NA,NA,NA,NA,NA,NA,NA,NA,NA	0.00078,0.00078,0.00078,0.00078,0.00078,0.00078,0.00078,0.00078,0.00078,0.00078,0.00078,0.00078,0.00078,0.00078,0.00078,0.00078,0.00078,0.00078,0.00078,0.00078,0.00078,0.00078,0.00078,0.00078,0.00078,0.00078,0.00078,0.00078,0.00078,0.00078,0.00078,0.00078,0.00078,0.00078,0.00078,0.00078,0.00078,0.00078,0.00078,0.00078,0.00078,0.00078,0.00078,0.00078,0.00078,0.00078,0.00078,0.00078,0.00078,0.00078,0.00078,0.00078,0.00078,0.00078,0.00078,0.00078,0.00078,0.00078,0.00078,0.00078,0.00078,0.00078,0.00078,0.00078,0.00078,0.00078,0.00078,0.00078,0.00078,0.00078,0.00078,0.00078,0.00078,0.00078,0.00078,0.00078,0.00078,0.00078,0.00078,0.00078,0.00078,0.00078,0.00078,0.00078,0.00078,0.00078,0.00078,0.00078,0.00078,0.00078
