sim_number	index_location_0,index_location_1,index_location_2,index_location_3,index_location_4,index_location_5,index_location_6,index_location_7,index_location_8,index_location_9	R_0_0,R_0_1,R_0_2,R_0_3,R_0_4,R_0_5,R_0_6,R_0_7,R_0_8,R_0_9	S_0_0,S_0_1,S_0_2,S_0_3,S_0_4,S_0_5,S_0_6,S_0_7,S_0_8,S_0_9	beta_0,beta_1,beta_2,beta_3,beta_4,beta_5,beta_6,beta_7,beta_8,beta_9 	mu	sampling_rate_0,sampling_rate_1,sampling_rate_2,sampling_rate_3,sampling_rate_4,sampling_rate_5,sampling_rate_6,sampling_rate_7,sampling_rate_8,sampling_rate_9	max_tips	mean_migration_rate	 tree_length	num_tips	mean_branch_length	loc0_imports_per_capita_from_0,loc0_imports_per_capita_from_1,loc0_imports_per_capita_from_2,loc0_imports_per_capita_from_3,loc0_imports_per_capita_from_4,loc0_imports_per_capita_from_5,loc0_imports_per_capita_from_6,loc0_imports_per_capita_from_7,loc0_imports_per_capita_from_8,loc0_imports_per_capita_from_9:loc1_imports_per_capita_from_0,loc1_imports_per_capita_from_1,loc1_imports_per_capita_from_2,loc1_imports_per_capita_from_3,loc1_imports_per_capita_from_4,loc1_imports_per_capita_from_5,loc1_imports_per_capita_from_6,loc1_imports_per_capita_from_7,loc1_imports_per_capita_from_8,loc1_imports_per_capita_from_9:loc2_imports_per_capita_from_0,loc2_imports_per_capita_from_1,loc2_imports_per_capita_from_2,loc2_imports_per_capita_from_3,loc2_imports_per_capita_from_4,loc2_imports_per_capita_from_5,loc2_imports_per_capita_from_6,loc2_imports_per_capita_from_7,loc2_imports_per_capita_from_8,loc2_imports_per_capita_from_9:loc3_imports_per_capita_from_0,loc3_imports_per_capita_from_1,loc3_imports_per_capita_from_2,loc3_imports_per_capita_from_3,loc3_imports_per_capita_from_4,loc3_imports_per_capita_from_5,loc3_imports_per_capita_from_6,loc3_imports_per_capita_from_7,loc3_imports_per_capita_from_8,loc3_imports_per_capita_from_9:loc4_imports_per_capita_from_0,loc4_imports_per_capita_from_1,loc4_imports_per_capita_from_2,loc4_imports_per_capita_from_3,loc4_imports_per_capita_from_4,loc4_imports_per_capita_from_5,loc4_imports_per_capita_from_6,loc4_imports_per_capita_from_7,loc4_imports_per_capita_from_8,loc4_imports_per_capita_from_9:loc5_imports_per_capita_from_0,loc5_imports_per_capita_from_1,loc5_imports_per_capita_from_2,loc5_imports_per_capita_from_3,loc5_imports_per_capita_from_4,loc5_imports_per_capita_from_5,loc5_imports_per_capita_from_6,loc5_imports_per_capita_from_7,loc5_imports_per_capita_from_8,loc5_imports_per_capita_from_9:loc6_imports_per_capita_from_0,loc6_imports_per_capita_from_1,loc6_imports_per_capita_from_2,loc6_imports_per_capita_from_3,loc6_imports_per_capita_from_4,loc6_imports_per_capita_from_5,loc6_imports_per_capita_from_6,loc6_imports_per_capita_from_7,loc6_imports_per_capita_from_8,loc6_imports_per_capita_from_9:loc7_imports_per_capita_from_0,loc7_imports_per_capita_from_1,loc7_imports_per_capita_from_2,loc7_imports_per_capita_from_3,loc7_imports_per_capita_from_4,loc7_imports_per_capita_from_5,loc7_imports_per_capita_from_6,loc7_imports_per_capita_from_7,loc7_imports_per_capita_from_8,loc7_imports_per_capita_from_9:loc8_imports_per_capita_from_0,loc8_imports_per_capita_from_1,loc8_imports_per_capita_from_2,loc8_imports_per_capita_from_3,loc8_imports_per_capita_from_4,loc8_imports_per_capita_from_5,loc8_imports_per_capita_from_6,loc8_imports_per_capita_from_7,loc8_imports_per_capita_from_8,loc8_imports_per_capita_from_9:loc9_imports_per_capita_from_0,loc9_imports_per_capita_from_1,loc9_imports_per_capita_from_2,loc9_imports_per_capita_from_3,loc9_imports_per_capita_from_4,loc9_imports_per_capita_from_5,loc9_imports_per_capita_from_6,loc9_imports_per_capita_from_7,loc9_imports_per_capita_from_8,loc9_imports_per_capita_from_9	 infections_per_capita_0,infections_per_capita_1,infections_per_capita_2,infections_per_capita_3,infections_per_capita_4,infections_per_capita_5,infections_per_capita_6,infections_per_capita_7,infections_per_capita_8,infections_per_capita_9	time_of_first_import_0,time_of_first_import_1,time_of_first_import_2,time_of_first_import_3,time_of_first_import_4,time_of_first_import_5,time_of_first_import_6,time_of_first_import_7,time_of_first_import_8,time_of_first_import_9	proportion_tips_sampled 	time_of_mass_sample	runtime	num_I_at_mass_sample_time	num_extant_sampled
sim193	0,0,0,1,0	2.84888,2.84888,2.84888,2.84888,2.84888,2.84888,2.84888,2.84888,2.84888,2.84888	1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000	0.000000115294,0.000000115294,0.000000115294,0.000000115294,0.000000115294,0.000000115294,0.000000115294,0.000000115294,0.000000115294,0.000000115294	.03744	.00303,.00303,.00303,.00303,.00303,.00303,.00303,.00303,.00303,.00303	499	.00342	100.00000994	69	15.58829385	0,3e-05,1e-05,0,0,0,1e-05,0,0,1e-05:0,0,0,0,1e-05,1e-05,0,0,0,1e-05:0,1e-05,0,0,1e-05,0,1e-05,0,0,0:0,1e-05,0,0,1e-05,1e-05,0,0,0,0:0,2e-05,1e-05,0,0,1e-05,0,1e-05,0,1e-05:1e-05,2e-05,1e-05,0,1e-05,0,0,0,0,0:0,1e-05,0,0,0,1e-05,0,0,0,1e-05:1e-05,2e-05,0,0,0,1e-05,0,0,0,0:0,1e-05,1e-05,0,1e-05,1e-05,0,0,0,0:0,2e-05,0,1e-05,1e-05,1e-05,0,0,0,0	0.000147,0.000466,0.000167,4.5e-05,0.000283,0.000277,9.6e-05,0.000165,0.000123,0.000133	38.92749458,11.60987377,57.74280739,0,42.35925255,30.02464672,9.54486522,15.26163572,49.93881144,57.06472963	1	100	100	1230	13
sim196	0,1,0,0,0	3.47804,3.47804,3.47804,3.47804,3.47804,3.47804,3.47804,3.47804,3.47804,3.47804	1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000	0.000000140199,0.000000140199,0.000000140199,0.000000140199,0.000000140199,0.000000140199,0.000000140199,0.000000140199,0.000000140199,0.000000140199	.03897	.00134,.00134,.00134,.00134,.00134,.00134,.00134,.00134,.00134,.00134	499	.00167	100.00000970	171	15.67361722	0,4e-05,1e-05,1e-05,1e-05,1e-05,0,0,0,2e-05:0,0,2e-05,1e-05,1e-05,1e-05,0,0,1e-05,1e-05:1e-05,3e-05,0,0,1e-05,0,0,1e-05,1e-05,2e-05:1e-05,3e-05,1e-05,0,2e-05,1e-05,0,1e-05,1e-05,2e-05:1e-05,4e-05,1e-05,0,0,1e-05,0,0,1e-05,2e-05:1e-05,4e-05,2e-05,1e-05,1e-05,0,0,0,1e-05,2e-05:1e-05,3e-05,1e-05,1e-05,1e-05,1e-05,0,0,1e-05,2e-05:0,2e-05,1e-05,1e-05,1e-05,1e-05,0,0,1e-05,2e-05:1e-05,3e-05,2e-05,1e-05,1e-05,2e-05,0,0,0,2e-05:1e-05,3e-05,2e-05,1e-05,1e-05,1e-05,0,0,0,0	0.000763,0.002581,0.001222,0.000421,0.000893,0.000975,0.000218,0.00036,0.00076,0.001608	20.36945632,0,36.09111352,55.12628571,54.38810286,40.6525654,67.64945273,39.85527938,38.07904326,16.03814165	1	100	100	6997	67
sim201	1,0,0,0,0	2.49218,2.49218,2.49218,2.49218,2.49218,2.49218,2.49218,2.49218,2.49218,2.49218	1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000	0.000000133830,0.000000133830,0.000000133830,0.000000133830,0.000000133830,0.000000133830,0.000000133830,0.000000133830,0.000000133830,0.000000133830	.04898	.00472,.00472,.00472,.00472,.00472,.00472,.00472,.00472,.00472,.00472	499	.00469	100.00000968	153	13.35172303	0,1e-05,1e-05,1e-05,2e-05,2e-05,1e-05,1e-05,2e-05,2e-05:1e-05,0,0,1e-05,1e-05,1e-05,1e-05,1e-05,2e-05,2e-05:1e-05,1e-05,0,1e-05,2e-05,1e-05,1e-05,1e-05,2e-05,1e-05:2e-05,1e-05,1e-05,0,1e-05,1e-05,1e-05,1e-05,2e-05,1e-05:1e-05,1e-05,1e-05,1e-05,0,1e-05,1e-05,0,1e-05,2e-05:2e-05,1e-05,2e-05,2e-05,2e-05,0,1e-05,1e-05,3e-05,2e-05:1e-05,1e-05,2e-05,1e-05,3e-05,1e-05,0,0,1e-05,2e-05:1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0,2e-05,1e-05:2e-05,1e-05,1e-05,2e-05,2e-05,1e-05,1e-05,1e-05,0,2e-05:1e-05,0,2e-05,2e-05,2e-05,1e-05,2e-05,0,1e-05,0	0.000394,0.000278,0.000397,0.000419,0.000502,0.000304,0.00041,0.000202,0.000542,0.000509	0,26.73281735,32.69497313,18.31903633,37.40092207,24.34977313,51.37939988,38.89043288,11.12643179,45.49288545	1	100	100	2414	25
sim203	0,0,0,0,1	6.67262,6.67262,6.67262,6.67262,6.67262,6.67262,6.67262,6.67262,6.67262,6.67262	1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000	0.000000088545,0.000000088545,0.000000088545,0.000000088545,0.000000088545,0.000000088545,0.000000088545,0.000000088545,0.000000088545,0.000000088545	.01081	.00246,.00246,.00246,.00246,.00246,.00246,.00246,.00246,.00246,.00246	499	.00481	100.00000784	30	17.79738428	0,1e-05,1e-05,1e-05,0,0,0,0,0,0:0,0,2e-05,0,0,0,0,0,0,0:0,1e-05,0,0,0,0,0,0,0,0:0,1e-05,1e-05,0,0,1e-05,0,0,0,0:0,1e-05,1e-05,0,0,0,0,0,0,0:1e-05,0,1e-05,0,0,0,0,0,0,0:0,0,2e-05,1e-05,0,1e-05,0,0,0,0:0,0,1e-05,0,0,0,0,0,0,0:0,1e-05,1e-05,0,0,0,0,0,0,0:0,0,1e-05,0,0,0,0,0,0,0	2.9e-05,0.000103,0.000261,7.8e-05,8e-05,1e-04,6.4e-05,5.3e-05,5.5e-05,2.6e-05	50.99822742,58.64998516,14.33309507,61.07883456,52.59509608,0,50.59628514,61.3277884,0.58914418,34.81155993	1	100	100	710	6
sim205	1,0,0,0,0	3.09296,3.09296,3.09296,3.09296,3.09296,3.09296,3.09296,3.09296,3.09296,3.09296	1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000	0.000000141843,0.000000141843,0.000000141843,0.000000141843,0.000000141843,0.000000141843,0.000000141843,0.000000141843,0.000000141843,0.000000141843	.04259	.00327,.00327,.00327,.00327,.00327,.00327,.00327,.00327,.00327,.00327	499	.00462	100.00000999	499	13.89565008	0,4e-05,8e-05,6e-05,9e-05,6e-05,5e-05,1e-04,7e-05,8e-05:6e-05,0,7e-05,5e-05,9e-05,7e-05,6e-05,8e-05,5e-05,7e-05:5e-05,4e-05,0,6e-05,8e-05,8e-05,5e-05,9e-05,4e-05,6e-05:6e-05,5e-05,7e-05,0,8e-05,4e-05,4e-05,8e-05,5e-05,8e-05:6e-05,6e-05,9e-05,6e-05,0,8e-05,6e-05,7e-05,6e-05,9e-05:4e-05,5e-05,8e-05,7e-05,9e-05,0,6e-05,9e-05,6e-05,8e-05:6e-05,4e-05,9e-05,6e-05,9e-05,7e-05,0,9e-05,5e-05,7e-05:6e-05,4e-05,6e-05,6e-05,8e-05,7e-05,5e-05,0,5e-05,9e-05:5e-05,6e-05,7e-05,5e-05,7e-05,6e-05,5e-05,8e-05,0,1e-04:4e-05,5e-05,8e-05,6e-05,8e-05,7e-05,6e-05,1e-04,6e-05,0	0.001482,0.001423,0.002469,0.001838,0.002685,0.002029,0.001698,0.00284,0.001578,0.002486	0,43.10183779,16.6712561,43.46352094,28.95384634,25.33544815,28.82828622,20.92786468,32.28064265,40.08606065	0.818033	100	100	13772	109
sim209	0,0,0,1,0	4.01348,4.01348,4.01348,4.01348,4.01348,4.01348,4.01348,4.01348,4.01348,4.01348	1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000	0.000000147174,0.000000147174,0.000000147174,0.000000147174,0.000000147174,0.000000147174,0.000000147174,0.000000147174,0.000000147174,0.000000147174	.03372	.00295,.00295,.00295,.00295,.00295,.00295,.00295,.00295,.00295,.00295	499	.00370	100.00000993	499	12.53781278	0,6e-05,4e-05,7e-05,6e-05,4e-05,7e-05,4e-05,6e-05,3e-05:5e-05,0,4e-05,9e-05,5e-05,4e-05,7e-05,5e-05,8e-05,2e-05:6e-05,4e-05,0,6e-05,5e-05,4e-05,6e-05,3e-05,7e-05,3e-05:6e-05,4e-05,2e-05,0,5e-05,4e-05,7e-05,3e-05,6e-05,4e-05:6e-05,5e-05,3e-05,7e-05,0,5e-05,7e-05,5e-05,6e-05,4e-05:5e-05,5e-05,3e-05,7e-05,6e-05,0,7e-05,3e-05,6e-05,3e-05:6e-05,7e-05,3e-05,8e-05,7e-05,4e-05,0,4e-05,5e-05,3e-05:5e-05,6e-05,3e-05,7e-05,5e-05,4e-05,8e-05,0,6e-05,3e-05:7e-05,5e-05,4e-05,7e-05,5e-05,4e-05,7e-05,4e-05,0,3e-05:6e-05,6e-05,4e-05,7e-05,6e-05,3e-05,6e-05,4e-05,6e-05,0	0.002391,0.002189,0.001615,0.002768,0.002049,0.001564,0.002854,0.001455,0.002413,0.001194	18.6418697,40.31419388,42.20706656,0,38.10991807,38.26422376,39.49077462,9.72658482,45.82452716,57.91825112	0.876977	100	100	15538	141
sim210	0,1,0,0,0	3.93692,3.93692,3.93692,3.93692,3.93692,3.93692,3.93692,3.93692,3.93692,3.93692	1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000	0.000000123225,0.000000123225,0.000000123225,0.000000123225,0.000000123225,0.000000123225,0.000000123225,0.000000123225,0.000000123225,0.000000123225	.02784	.00346,.00346,.00346,.00346,.00346,.00346,.00346,.00346,.00346,.00346	499	.00136	100.00000932	166	12.59907645	0,0,0,0,1e-05,1e-05,0,1e-05,0,1e-05:0,0,0,0,1e-05,0,0,1e-05,0,0:0,0,0,0,1e-05,0,0,2e-05,0,0:0,1e-05,0,0,1e-05,0,0,2e-05,0,0:0,0,0,1e-05,0,0,0,3e-05,0,0:0,0,0,1e-05,2e-05,0,0,2e-05,0,0:0,0,0,1e-05,1e-05,0,0,2e-05,0,1e-05:0,1e-05,0,0,1e-05,0,0,0,0,0:0,0,0,0,2e-05,0,0,2e-05,0,1e-05:0,0,0,0,1e-05,0,0,2e-05,0,0	0.000141,0.000204,0.000173,0.000335,0.00112,0.000274,0.000153,0.001636,0.000266,0.000354	57.00199068,62.5665291,61.45075414,48.63542128,34.75295481,57.6637605,58.49514343,0,62.16180902,46.01407356	1	100	100	3518	34
sim213	0,0,1,0,0	5.46332,5.46332,5.46332,5.46332,5.46332,5.46332,5.46332,5.46332,5.46332,5.46332	1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000	0.000000137129,0.000000137129,0.000000137129,0.000000137129,0.000000137129,0.000000137129,0.000000137129,0.000000137129,0.000000137129,0.000000137129	.02463	.00047,.00047,.00047,.00047,.00047,.00047,.00047,.00047,.00047,.00047	499	.00083	100.00000998	499	18.13956834	0,6e-05,7e-05,2e-05,2e-05,4e-05,1e-05,1e-05,6e-05,1e-05:3e-05,0,7e-05,2e-05,2e-05,4e-05,0,1e-05,7e-05,1e-05:3e-05,5e-05,0,1e-05,2e-05,5e-05,0,1e-05,6e-05,1e-05:2e-05,6e-05,8e-05,0,2e-05,6e-05,1e-05,0,8e-05,1e-05:2e-05,6e-05,8e-05,1e-05,0,5e-05,0,0,5e-05,1e-05:3e-05,6e-05,6e-05,1e-05,2e-05,0,0,1e-05,7e-05,1e-05:2e-05,4e-05,8e-05,1e-05,2e-05,3e-05,0,1e-05,8e-05,1e-05:3e-05,4e-05,7e-05,1e-05,2e-05,4e-05,1e-05,0,6e-05,2e-05:3e-05,7e-05,8e-05,1e-05,2e-05,4e-05,1e-05,1e-05,0,2e-05:4e-05,6e-05,8e-05,2e-05,2e-05,4e-05,1e-05,1e-05,6e-05,0	0.005197,0.009146,0.012449,0.00174,0.003307,0.007522,0.001097,0.001429,0.010203,0.002011	30.1594292,22.37569491,0,54.93918314,48.14737004,27.78710139,57.37369921,36.09149018,24.84509891,48.4377006	0.804839	100	100	44231	346
sim214	0,1,0,0,0	4.31726,4.31726,4.31726,4.31726,4.31726,4.31726,4.31726,4.31726,4.31726,4.31726	1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000	0.000000150413,0.000000150413,0.000000150413,0.000000150413,0.000000150413,0.000000150413,0.000000150413,0.000000150413,0.000000150413,0.000000150413	.03078	.00406,.00406,.00406,.00406,.00406,.00406,.00406,.00406,.00406,.00406	499	.00059	100.00000997	499	12.51799411	0,8e-05,0,1e-05,1e-05,0,0,0,0,0:0,0,0,1e-05,0,0,1e-05,0,0,0:0,9e-05,0,0,1e-05,1e-05,0,0,1e-05,0:0,6e-05,0,0,0,0,0,0,1e-05,0:0,9e-05,0,0,0,0,0,0,0,0:0,8e-05,0,0,0,0,0,0,0,0:0,8e-05,0,0,1e-05,0,0,0,0,0:0,8e-05,0,1e-05,1e-05,0,0,0,0,0:0,7e-05,0,1e-05,1e-05,0,0,0,0,0:0,8e-05,0,0,0,0,0,0,0,0	0.000387,0.019141,0.000216,0.001296,0.001927,0.000774,0.000461,0.000405,0.00115,0.000403	59.56871233,0,68.8479174,55.73784528,51.59193517,49.75793179,56.67233627,56.07715936,46.4672531,55.94595874	0.517098	100	100	20098	114
sim216	0,1,0,0,0	3.62618,3.62618,3.62618,3.62618,3.62618,3.62618,3.62618,3.62618,3.62618,3.62618	1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000	0.000000131666,0.000000131666,0.000000131666,0.000000131666,0.000000131666,0.000000131666,0.000000131666,0.000000131666,0.000000131666,0.000000131666	.03250	.00381,.00381,.00381,.00381,.00381,.00381,.00381,.00381,.00381,.00381	499	.00127	100.00000995	499	18.33940920	0,0.00019,3e-05,3e-05,2e-05,3e-05,2e-05,3e-05,3e-05,5e-05:4e-05,0,4e-05,4e-05,3e-05,4e-05,3e-05,3e-05,3e-05,3e-05:4e-05,2e-04,0,4e-05,3e-05,3e-05,3e-05,3e-05,4e-05,3e-05:5e-05,0.00021,5e-05,0,3e-05,3e-05,2e-05,3e-05,3e-05,3e-05:4e-05,0.00023,5e-05,6e-05,0,4e-05,4e-05,2e-05,3e-05,4e-05:6e-05,2e-04,5e-05,3e-05,4e-05,0,3e-05,2e-05,3e-05,4e-05:5e-05,0.00021,4e-05,4e-05,3e-05,3e-05,0,3e-05,4e-05,4e-05:4e-05,0.00021,5e-05,4e-05,3e-05,3e-05,3e-05,0,4e-05,4e-05:6e-05,2e-04,6e-05,3e-05,3e-05,3e-05,3e-05,3e-05,0,3e-05:5e-05,2e-04,5e-05,4e-05,3e-05,3e-05,3e-05,2e-05,2e-05,0	0.005173,0.021453,0.004433,0.00408,0.003057,0.003353,0.003088,0.002904,0.002881,0.004268	28.06464774,0,24.63712712,45.02683196,39.00428499,33.42559985,40.61308392,31.43335566,32.61232562,36.6502738	0.254852	100	100	39320	91
sim223	0,0,0,1,0	6.38510,6.38510,6.38510,6.38510,6.38510,6.38510,6.38510,6.38510,6.38510,6.38510	1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000	0.000000080643,0.000000080643,0.000000080643,0.000000080643,0.000000080643,0.000000080643,0.000000080643,0.000000080643,0.000000080643,0.000000080643	.01149	.00114,.00114,.00114,.00114,.00114,.00114,.00114,.00114,.00114,.00114	499	.00048	100.00000961	64	22.23793937	0,0,0,0,0,0,0,1e-05,0,0:0,0,0,0,0,0,0,1e-05,0,0:0,0,0,0,0,0,0,1e-05,0,0:0,0,0,0,0,0,0,1e-05,0,0:0,0,0,0,0,0,0,1e-05,0,0:0,0,0,0,0,0,0,1e-05,0,0:0,0,0,0,0,0,0,0,0,0:0,0,0,0,0,0,0,0,0,0:0,0,0,0,0,0,0,1e-05,0,0:0,0,0,0,0,0,0,2e-05,0,0	0.000102,0.000148,1.9e-05,1.4e-05,1.9e-05,2.5e-05,2e-06,0.002371,1.8e-05,3.7e-05	35.96948332,41.09817797,74.47957374,63.19064376,74.61607304,81.50870547,89.07472217,0,71.61887024,47.88947727	1	100	100	2356	26
sim225	1,0,0,0,0	3.93782,3.93782,3.93782,3.93782,3.93782,3.93782,3.93782,3.93782,3.93782,3.93782	1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000	0.000000102147,0.000000102147,0.000000102147,0.000000102147,0.000000102147,0.000000102147,0.000000102147,0.000000102147,0.000000102147,0.000000102147	.02350	.00244,.00244,.00244,.00244,.00244,.00244,.00244,.00244,.00244,.00244	499	.00310	100.00000973	176	16.39183776	0,2e-05,1e-05,3e-05,1e-05,1e-05,1e-05,1e-05,1e-05,2e-05:4e-05,0,1e-05,2e-05,1e-05,1e-05,2e-05,1e-05,1e-05,2e-05:4e-05,2e-05,0,3e-05,1e-05,1e-05,2e-05,2e-05,2e-05,2e-05:3e-05,1e-05,0,0,1e-05,1e-05,2e-05,1e-05,1e-05,2e-05:5e-05,1e-05,1e-05,3e-05,0,1e-05,1e-05,1e-05,1e-05,2e-05:4e-05,2e-05,1e-05,3e-05,1e-05,0,1e-05,1e-05,1e-05,1e-05:4e-05,2e-05,2e-05,2e-05,1e-05,2e-05,0,1e-05,2e-05,2e-05:4e-05,2e-05,1e-05,2e-05,1e-05,1e-05,1e-05,0,2e-05,1e-05:3e-05,2e-05,2e-05,2e-05,1e-05,1e-05,1e-05,1e-05,0,2e-05:4e-05,2e-05,1e-05,2e-05,2e-05,1e-05,1e-05,1e-05,1e-05,0	0.001199,0.000476,0.000375,0.001054,0.000443,0.000407,0.00044,0.000378,0.000437,0.000561	0,23.63219956,30.56682825,15.54953012,46.22408497,38.0622538,53.04105387,23.10009279,35.13504437,41.37161997	1	100	100	4336	34
sim226	0,0,1,0,0	6.69404,6.69404,6.69404,6.69404,6.69404,6.69404,6.69404,6.69404,6.69404,6.69404	1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000	0.000000117480,0.000000117480,0.000000117480,0.000000117480,0.000000117480,0.000000117480,0.000000117480,0.000000117480,0.000000117480,0.000000117480	.01522	.00233,.00233,.00233,.00233,.00233,.00233,.00233,.00233,.00233,.00233	499	.00109	100.00000996	499	15.14958199	0,1e-05,8e-05,0,0,1e-05,1e-05,5e-05,2e-05,1e-05:1e-05,0,8e-05,1e-05,0,1e-05,1e-05,4e-05,2e-05,1e-05:1e-05,1e-05,0,0,0,1e-05,1e-05,5e-05,2e-05,1e-05:1e-05,1e-05,7e-05,0,1e-05,1e-05,1e-05,4e-05,2e-05,1e-05:1e-05,1e-05,8e-05,0,0,0,1e-05,3e-05,1e-05,0:1e-05,1e-05,1e-04,1e-05,0,0,1e-05,4e-05,3e-05,0:1e-05,0,9e-05,0,1e-05,1e-05,0,4e-05,2e-05,0:1e-05,1e-05,8e-05,1e-05,0,2e-05,1e-05,0,2e-05,1e-05:0,1e-05,8e-05,1e-05,0,1e-05,1e-05,4e-05,0,1e-05:1e-05,0,1e-04,0,0,1e-05,1e-05,3e-05,2e-05,0	0.000885,0.000776,0.009364,0.000657,0.000528,0.001024,0.001069,0.00426,0.002735,0.000908	36.16763079,41.58339156,18.00419536,44.00106597,60.01607068,36.78820247,38.03955877,0,38.59236759,46.80400277	0.905626	100	100	18991	170
sim227	0,1,0,0,0	2.42222,2.42222,2.42222,2.42222,2.42222,2.42222,2.42222,2.42222,2.42222,2.42222	1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000	0.000000105754,0.000000105754,0.000000105754,0.000000105754,0.000000105754,0.000000105754,0.000000105754,0.000000105754,0.000000105754,0.000000105754	.04273	.00093,.00093,.00093,.00093,.00093,.00093,.00093,.00093,.00093,.00093	499	.00012	100.00000898	21	24.19099438	0,0,0,0,0,0,0,0,0,0:0,0,0,0,0,0,0,0,0,0:0,0,0,0,0,0,0,0,0,0:0,0,0,0,0,0,0,0,0,0:0,0,0,0,0,0,0,0,0,0:0,0,0,0,0,0,0,0,0,0:0,0,0,0,0,0,0,0,0,0:0,0,0,0,0,0,0,0,0,0:0,0,0,0,0,0,0,0,0,0:0,0,0,0,0,0,0,0,0,0	1e-06,2e-06,1e-06,1e-06,2e-05,2.9e-05,0,1e-06,2e-06,0.001386	96.99570804,83.5088172,68.04005356,26.51805273,49.34821388,68.15421936,96.73579863,81.28196267,74.07762293,0	1	100	100	805	7
sim231	1,0,0,0,0	4.62872,4.62872,4.62872,4.62872,4.62872,4.62872,4.62872,4.62872,4.62872,4.62872	1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000	0.000000126086,0.000000126086,0.000000126086,0.000000126086,0.000000126086,0.000000126086,0.000000126086,0.000000126086,0.000000126086,0.000000126086	.02258	.00466,.00466,.00466,.00466,.00466,.00466,.00466,.00466,.00466,.00466	499	.00468	100.00000998	499	13.35304388	0,5e-05,6e-05,6e-05,9e-05,6e-05,6e-05,6e-05,6e-05,6e-05:4e-05,0,7e-05,6e-05,7e-05,6e-05,6e-05,6e-05,6e-05,4e-05:5e-05,4e-05,0,5e-05,6e-05,6e-05,6e-05,5e-05,5e-05,5e-05:5e-05,5e-05,7e-05,0,8e-05,6e-05,7e-05,4e-05,5e-05,5e-05:7e-05,5e-05,6e-05,6e-05,0,6e-05,6e-05,6e-05,5e-05,5e-05:6e-05,5e-05,8e-05,5e-05,7e-05,0,7e-05,4e-05,6e-05,5e-05:5e-05,4e-05,7e-05,7e-05,8e-05,5e-05,0,6e-05,5e-05,5e-05:7e-05,5e-05,9e-05,6e-05,7e-05,4e-05,6e-05,0,5e-05,5e-05:5e-05,5e-05,7e-05,7e-05,7e-05,6e-05,8e-05,5e-05,0,4e-05:6e-05,5e-05,6e-05,6e-05,7e-05,6e-05,7e-05,5e-05,5e-05,0	0.00145,0.001361,0.002009,0.001514,0.002063,0.001571,0.001788,0.001371,0.001452,0.001295	22.66495131,34.21607009,5.80923466,6.33372153,25.30179528,27.83723203,29.79175905,0,17.6057146,17.08771291	0.656579	100	100	12324	92
sim240	0,1,0,0,0	4.46522,4.46522,4.46522,4.46522,4.46522,4.46522,4.46522,4.46522,4.46522,4.46522	1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000	0.000000074479,0.000000074479,0.000000074479,0.000000074479,0.000000074479,0.000000074479,0.000000074479,0.000000074479,0.000000074479,0.000000074479	.01476	.00192,.00192,.00192,.00192,.00192,.00192,.00192,.00192,.00192,.00192	499	.00178	100.00000700	20	21.51828492	0,0,0,0,0,0,0,0,0,0:0,0,0,0,0,0,0,0,0,0:0,0,0,0,0,1e-05,0,0,0,0:0,0,0,0,0,1e-05,0,0,0,0:0,0,0,0,0,0,0,0,0,0:0,0,0,0,0,0,0,0,0,0:0,0,0,0,0,0,0,0,0,0:0,0,0,0,0,0,0,0,0,0:0,0,0,0,0,0,0,0,0,0:0,0,0,0,0,0,0,0,0,0	4.9e-05,0.000104,3.1e-05,2.6e-05,3.1e-05,0.00013,5e-05,5e-06,6.1e-05,3.8e-05	42.42223038,0,62.45087719,41.61721405,72.32791693,4.7072355,35.35474929,67.95306253,33.226451,0.64038592	1	100	100	408	2
